objectid,title,creator,creatorinterview,subject,signature,date,description,condition,scopeandcontents,provenance,source,identifier,relation,type,media,format,size,rights,rightsstatement,fileid,object_location,image_small,image_thumb,Location,Collection.Number,row_number,filename_nopath,filename_ArtMuseum,id_DRDS,fileme_DRDS
little_000713,Tocha Kachina dancer,"Jackson, Dale",,Hopi (culture or style);,Dale Jackson Hopi,,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",15.27 DJackson,NA,Image,Watercolor (paint); Illustration board,image/jpg,image: 20 x 11.5 in.;,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,15.27 DJackson.jpg,/objects/little_000713.jpg,/objects/small/little_000713_sm.jpg,/objects/thumbs/little_000713_th.jpg,Recto LR,15.O.27,713,JacksonD 15.27.jpg,ArtistH-L/JacksonD 15.27.jpg,713,little_000713.jpg
little_000714,Animal dance,"Silva, Eugene",,,Pa.yo.pen 40,1940,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",15.28 ESilva,NA,Image,Watercolor (paint); Mat board,image/jpg,image: 10 x 19.5 in.;,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,15.28 ESilva.jpg,/objects/little_000714.jpg,/objects/small/little_000714_sm.jpg,/objects/thumbs/little_000714_th.jpg,Recto LR,15.O.28,714,SilvaE 15.28.jpg,ArtistM-Sm/SilvaE 15.28.jpg,714,little_000714.jpg
little_000715,Shaman,"Medina, Marcellus",,Zia;,Marcellus Medina,1990,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",15.29 MMedina,NA,Image,Acrylic paint; Mat board,image/jpg,image: 11.5 x 8.5 in.; framed: 18 x 14 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,15.29 MMedina.jpg,/objects/little_000715.jpg,/objects/small/little_000715_sm.jpg,/objects/thumbs/little_000715_th.jpg,Verso,15.O.29,715,MedinaM 15.29.jpg,ArtistM-Sm/MedinaM 15.29.jpg,715,little_000715.jpg
little_000716,Hunters on the prowl,"Holmes, D.",,,D. Holmes '89',1989,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",15.31 DHolmes,NA,Image,Watercolor (paint); Mat board,image/jpg,image: 9 x 12 in.; framed: 16 x 19 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,15.31 DHolmes.jpg,/objects/little_000716.jpg,/objects/small/little_000716_sm.jpg,/objects/thumbs/little_000716_th.jpg,Recto LR,15.O.31,716,HolmesD 15.31.jpg,ArtistH-L/HolmesD 15.31.jpg,716,little_000716.jpg
little_000717,Warriors returning to camp,"Freeman, Robert",,Sioux; Santee; Yanktonai; Luiseno (style);,Robert Freeman 67,1967,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",15.32 RFreeman,NA,Image,Pens (drawing and writing implements),image/jpg,image: 9 x 13.25 in.;,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,15.32 RFreeman.jpg,/objects/little_000717.jpg,/objects/small/little_000717_sm.jpg,/objects/thumbs/little_000717_th.jpg,Recto LR,15.O.32,717,FreemanR 15.32.jpg,ArtistA-G/FreemanR 15.32.jpg,717,little_000717.jpg
little_000718,Navajo hoop dancer (Milford),"Milford, Steve",,,Steve Milford 73,1973,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",15.33 SMilford,NA,Image,Watercolor (paint); Mat board,image/jpg,image: 16 x 12 in.;,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,15.33 SMilford.jpg,/objects/little_000718.jpg,/objects/small/little_000718_sm.jpg,/objects/thumbs/little_000718_th.jpg,Recto LC,15.O.33,718,MilfordS 15.33.jpg,ArtistM-Sm/MilfordS 15.33.jpg,718,little_000718.jpg
little_000719,Zuni night bird,"Sandy, Percy Tsisete",,Zuni;,Kai-Sa,,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",15.35 PSandy,NA,Image,Watercolor (paint),image/jpg,image: 9.75 x 7.25 in.; framed: 18 x 14.75 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,15.35 PSandy.jpg,/objects/little_000719.jpg,/objects/small/little_000719_sm.jpg,/objects/thumbs/little_000719_th.jpg,Recto LR,15.O.35,719,SandyP 15.35.jpg,ArtistM-Sm/SandyP 15.35.jpg,719,little_000719.jpg
little_000720,Eagle dancer (Moquino),"Moquino, Ignacio",,Zia;,Waka-Yeni-Dewa,,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",15.36 IMoquino,NA,Image,Watercolor (paint),image/jpg,image: 13.25 x 12.5 in.; framed: 21.5 x 21 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,15.36 IMoquino.jpg,/objects/little_000720.jpg,/objects/small/little_000720_sm.jpg,/objects/thumbs/little_000720_th.jpg,Recto LR,15.O.36,720,MoquinoI 15.36.jpg,ArtistM-Sm/MoquinoI 15.36.jpg,720,little_000720.jpg
little_000721,Winter scene with tipi,"Judge, Raymond",,,Raymond Judge,,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",15.38 RJudge,NA,Image,Watercolor (paint); Mat board,image/jpg,image: 4.5 x 7 in.;,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,15.38 RJudge.jpg,/objects/little_000721.jpg,/objects/small/little_000721_sm.jpg,/objects/thumbs/little_000721_th.jpg,Recto LR,15.O.38,721,JudgeR 15.38.jpg,ArtistH-L/JudgeR 15.38.jpg,721,little_000721.jpg
little_000722,Sunset over Navajo hogan,"Judge, Raymond",,,Raymond Judge,,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",15.39 RJudge,NA,Image,Watercolor (paint); Mat board,image/jpg,image: 4.5 x 7 in.;,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,15.39 RJudge.jpg,/objects/little_000722.jpg,/objects/small/little_000722_sm.jpg,/objects/thumbs/little_000722_th.jpg,Recto LL,15.O.39,722,JudgeR 15.39.jpg,ArtistH-L/JudgeR 15.39.jpg,722,little_000722.jpg
little_000723,Deer dancer and spirits,"Talaswaima, Terrance",,,Honvantewa 80,1980,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",15.4 TTalaswaima,NA,Image,Watercolor (paint); Paper (fiber product),image/jpg,image: 9.75 x 8 in.;,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,15.4 TTalaswaima.jpg,/objects/little_000723.jpg,/objects/small/little_000723_sm.jpg,/objects/thumbs/little_000723_th.jpg,Recto LL,15.O.4,723,TalaswaimaT 15.4.jpg,ArtistSn-Z/TalaswaimaT 15.4.jpg,723,little_000723.jpg
little_000724,Peyote bird rising,"Trujillo, Victor",,,Tehn Tsa,,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",15.42 VTrujillo,NA,Image,Watercolor (paint); Mat board,image/jpg,image: 17.5 x 11.5 in.;,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,15.42 VTrujillo.jpg,/objects/little_000724.jpg,/objects/small/little_000724_sm.jpg,/objects/thumbs/little_000724_th.jpg,Recto LR,15.O.42,724,TrujilloV 15.42.JPG,ArtistSn-Z/TrujilloV 15.42.JPG,724,little_000724.jpg
little_000725,Hogan with saddled horses outside,"Draper, Robert",,Navajo (culture or style);,Robert Draper,,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",15.44 RDraper,NA,Image,Pastel (material); Crayons (drawing material),image/jpg,image: 20 x 32 in.;,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,15.44 RDraper.jpg,/objects/little_000725.jpg,/objects/small/little_000725_sm.jpg,/objects/thumbs/little_000725_th.jpg,Recto LL,15.O.44,725,DraperR 15.44.jpg,ArtistA-G/DraperR 15.44.jpg,725,little_000725.jpg
little_000726,Profile of Choctaw girl in blanket,"Cavin, Dylan",,,C,2015,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",15.46 DCavin,NA,Image,Watercolor (paint),image/jpg,image: 9.75 x 7.5 in.;,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,15.46 DCavin.jpg,/objects/little_000726.jpg,/objects/small/little_000726_sm.jpg,/objects/thumbs/little_000726_th.jpg,Recto LR,15.O.46,726,CavinD 15.46.jpg,ArtistA-G/CavinD 15.46.jpg,726,little_000726.jpg
little_000727,Young Taos girl washing her hair,"Mirabal, Eva",,,Eah-Ha-Wa,,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",15.47 EMirabel,NA,Image,Watercolor (paint),image/jpg,image: 10.5 x 15.5 in.; framed: 18 x 22.5 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,15.47 EMirabel.jpg,/objects/little_000727.jpg,/objects/small/little_000727_sm.jpg,/objects/thumbs/little_000727_th.jpg,Recto LR,15.O.47,727,MirabelE 15.47.jpg,ArtistM-Sm/MirabelE 15.47.jpg,727,little_000727.jpg
little_000728,Two horses out grazing,"Trujillo, Manuel",,San Juan (Rio Grande Pueblo);,M. Trujillo,,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",15.48 MTrujillo,NA,Image,Watercolor (paint),image/jpg,image: 7 x 9.25 in.; framed: 14.25 x 16 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,15.48 MTrujillo.jpg,/objects/little_000728.jpg,/objects/small/little_000728_sm.jpg,/objects/thumbs/little_000728_th.jpg,Recto LR,15.O.48,728,TrujilloM 15.48.jpg,ArtistSn-Z/TrujilloM 15.48.jpg,728,little_000728.jpg
little_000729,Woman with large hands and feet,"Singer, Ed",,Navajo (culture or style);,Singer 1976,1976,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",15.5 ESinger,NA,Image,Pen and ink drawings,image/jpg,image: 15.5 x 20.5 in.;,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,15.5 ESinger.jpg,/objects/little_000729.jpg,/objects/small/little_000729_sm.jpg,/objects/thumbs/little_000729_th.jpg,Recto LL,15.O.5,729,SingerE 15.5.jpg,ArtistM-Sm/SingerE 15.5.jpg,729,little_000729.jpg
little_000730,Peyote symbols (Tsatoke),"Tsatoke, Monroe",,Kiowa (culture or style); Kiowa Tribe,A. Monroe Tsatoke '8?,1980-1989,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",15.52 AMTsatoke,NA,Image,Watercolor (paint); Mat board,image/jpg,image: 8.5 x 5 in.;,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,15.52 AMTsatoke.jpg,/objects/little_000730.jpg,/objects/small/little_000730_sm.jpg,/objects/thumbs/little_000730_th.jpg,In Image (center),15.O.52,730,TsatokeAM 15.52.jpg,ArtistSn-Z/TsatokeAM 15.52.jpg,730,little_000730.jpg
little_000731,Young Pueblo girl standing,"Lujan, M. A.",,,M.A. Lujan,,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",15.53 MALuhan,NA,Image,Watercolor (paint),image/jpg,image: 5.25 x 4 in.; framed: 11.5 x 10.25 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,15.53 MALuhan.jpg,/objects/little_000731.jpg,/objects/small/little_000731_sm.jpg,/objects/thumbs/little_000731_th.jpg,Recto LR,15.O.53,731,LujanMA 15.53.jpg,ArtistH-L/LujanMA 15.53.jpg,731,little_000731.jpg
little_000732,Apache Mountain Spirit dancers,"Mason, Archie, Jr.",,,Archie Mason Jr. 73,1979,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",15.54 AMason Jr.,NA,Image,Gouache (paint),image/jpg,image: 14 x 9 in.; framed: 27 x 21.25 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,15.54 AMason Jr..jpg,/objects/little_000732.jpg,/objects/small/little_000732_sm.jpg,/objects/thumbs/little_000732_th.jpg,Recto LL,15.O.54,732,Mason Jr.A 15.54.jpg,ArtistM-Sm/Mason Jr.A 15.54.jpg,732,little_000732.jpg
little_000733,Young deer in desert,"Gruber, Raymond",,,Raymend Gruber,,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",15.55 RGruber,NA,Image,Watercolor (paint); Mat board,image/jpg,image: 14 x 18 in.;,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,15.55 RGruber.jpg,/objects/little_000733.jpg,/objects/small/little_000733_sm.jpg,/objects/thumbs/little_000733_th.jpg,Recto LR,15.O.55,733,GruberR 15.55.jpg,ArtistA-G/GruberR 15.55.jpg,733,little_000733.jpg
